"PERIOD";"COMPONENT";"MEASURE";"GENDER";"POPULATION_GROUP";"AGE";"VALUE";"STATUS";"UNIT_MEASURE"
2016;"ALV+SH+IV";"Absolut";"Total";"CH";"Total";52;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.0118;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"CH";"Total";0.0293;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"CH";"Total";0.0523;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"CH";"Total";0.0282;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"AUSL";"Total";32;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.0115;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"AUSL";"Total";0.0211;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"AUSL";"Total";0.0356;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"AUSL";"Total";0.0625;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"Total";"18-24";5;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.0071;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"Total";"18-24";0.0127;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"Total";"18-24";0.0194;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"Total";"18-24";0.0557;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"Total";"25-39";17;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.0075;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"Total";"25-39";0.0125;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"Total";"25-39";0.0255;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"Total";"25-39";0.0476;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"Total";"40-54";36;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"40-54";0.0147;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"Total";"40-54";0.0332;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"Total";"40-54";0.0543;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"Total";"40-54";0.0431;"A";"%"
2016;"ALV+SH+IV";"Absolut";"Total";"Total";"55-65";26;"A";"n"
2016;"ALV+SH+IV";"in % aller Beziehenden";"Total";"Total";"55-65";0.0147;"A";"%"
2016;"ALV+SH+IV";"in % ALV";"Total";"Total";"55-65";0.0569;"A";"%"
2016;"ALV+SH+IV";"in % SH";"Total";"Total";"55-65";0.0858;"A";"%"
2016;"ALV+SH+IV";"in % IV";"Total";"Total";"55-65";0.0241;"A";"%"
2015;"Total";"Absolut";"Total";"Total";"Total";20976;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"Total";"Total";2.9969;"R";"%"
2015;"Total";"Absolut";"M";"Total";"Total";11036;"R";"n"
2015;"Total";"in % aller Beziehenden";"M";"Total";"Total";2.9375;"R";"%"
2015;"Total";"Absolut";"F";"Total";"Total";9940;"R";"n"
2015;"Total";"in % aller Beziehenden";"F";"Total";"Total";3.0657;"R";"%"
2015;"Total";"Absolut";"Total";"CH";"Total";12148;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"CH";"Total";2.8109;"R";"%"
2015;"Total";"Absolut";"Total";"AUSL";"Total";8828;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"AUSL";"Total";3.297;"R";"%"
2015;"Total";"Absolut";"Total";"Total";"18-24";2194;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"Total";"18-24";3.1733;"R";"%"
2015;"Total";"Absolut";"Total";"Total";"25-39";6963;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"Total";"25-39";3.233;"R";"%"
2015;"Total";"Absolut";"Total";"Total";"40-54";7637;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"Total";"40-54";3.1606;"R";"%"
2015;"Total";"Absolut";"Total";"Total";"55-65";4182;"R";"n"
2015;"Total";"in % aller Beziehenden";"Total";"Total";"55-65";2.4063;"R";"%"
2015;"ALV+SH";"Absolut";"Total";"Total";"Total";11919;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"Total";1.7029;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"Total";"Total";3.7919;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"Total";"Total";6.5162;"A";"%"
2015;"ALV+SH";"Absolut";"M";"Total";"Total";6106;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"M";"Total";"Total";1.6252;"A";"%"
2015;"ALV+SH";"in % ALV";"M";"Total";"Total";3.4858;"A";"%"
2015;"ALV+SH";"in % SH";"M";"Total";"Total";6.5831;"A";"%"
2015;"ALV+SH";"Absolut";"F";"Total";"Total";5813;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"F";"Total";"Total";1.7928;"A";"%"
2015;"ALV+SH";"in % ALV";"F";"Total";"Total";4.1772;"A";"%"
2015;"ALV+SH";"in % SH";"F";"Total";"Total";6.4475;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"CH";"Total";5956;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"CH";"Total";1.3781;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"CH";"Total";3.5042;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"CH";"Total";6.163;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"AUSL";"Total";5963;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"AUSL";"Total";2.227;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"AUSL";"Total";4.1307;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"AUSL";"Total";6.912;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"Total";"18-24";1689;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"18-24";2.4429;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"Total";"18-24";4.3315;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"Total";"18-24";6.6491;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"Total";"25-39";5107;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"25-39";2.3713;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"Total";"25-39";3.971;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"Total";"25-39";7.968;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"Total";"40-54";3996;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"40-54";1.6538;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"Total";"40-54";3.8423;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"Total";"40-54";6.1969;"A";"%"
2015;"ALV+SH";"Absolut";"Total";"Total";"55-65";1127;"A";"n"
2015;"ALV+SH";"in % aller Beziehenden";"Total";"Total";"55-65";0.6485;"A";"%"
2015;"ALV+SH";"in % ALV";"Total";"Total";"55-65";2.6378;"A";"%"
2015;"ALV+SH";"in % SH";"Total";"Total";"55-65";3.8953;"A";"%"
2015;"ALV+IV";"Absolut";"Total";"Total";"Total";2525;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"Total";0.3607;"A";"%"
2015;"ALV+IV";"in % ALV";"Total";"Total";"Total";0.8033;"A";"%"
2015;"ALV+IV";"in % IV";"Total";"Total";"Total";1.0567;"A";"%"
2015;"ALV+IV";"Absolut";"M";"Total";"Total";1313;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"M";"Total";"Total";0.3495;"A";"%"
2015;"ALV+IV";"in % ALV";"M";"Total";"Total";0.7496;"A";"%"
2015;"ALV+IV";"in % IV";"M";"Total";"Total";1.0271;"A";"%"
2015;"ALV+IV";"Absolut";"F";"Total";"Total";1212;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"F";"Total";"Total";0.3738;"A";"%"
2015;"ALV+IV";"in % ALV";"F";"Total";"Total";0.8709;"A";"%"
2015;"ALV+IV";"in % IV";"F";"Total";"Total";1.0907;"A";"%"
2015;"ALV+IV";"Absolut";"Total";"CH";"Total";1943;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"Total";"CH";"Total";0.4496;"A";"%"
2015;"ALV+IV";"in % ALV";"Total";"CH";"Total";1.1431;"A";"%"
2015;"ALV+IV";"in % IV";"Total";"CH";"Total";1.0428;"A";"%"
2015;"ALV+IV";"Absolut";"Total";"AUSL";"Total";582;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"Total";"AUSL";"Total";0.2174;"A";"%"
2015;"ALV+IV";"in % ALV";"Total";"AUSL";"Total";0.4032;"A";"%"
2015;"ALV+IV";"in % IV";"Total";"AUSL";"Total";1.1059;"A";"%"
2015;"ALV+IV";"Absolut";"Total";"Total";"18-24";126;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"18-24";0.1822;"A";"%"
2015;"ALV+IV";"in % ALV";"Total";"Total";"18-24";0.3231;"A";"%"
2015;"ALV+IV";"in % IV";"Total";"Total";"18-24";1.4061;"A";"%"
2015;"ALV+IV";"Absolut";"Total";"Total";"25-39";417;"A";"n"
2015;"ALV+IV";"in % aller Beziehenden";"Total";"Total";"25-39";0.1936;"A";"%"
